Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Season_Spring,Season_Summer,Season_Winter,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy
12.0,60,8.0,32.0,1017.74,3,8.0,True,False,False,False,True,False
33.0,76,7.5,24.0,1011.16,3,6.0,False,False,False,False,True,False
15.0,71,11.5,72.0,1007.88,3,5.0,False,True,False,False,False,True
30.0,60,13.0,87.0,997.88,1,3.0,False,False,True,False,False,True
29.0,28,7.5,15.0,1010.11,11,8.5,False,False,False,False,False,False
45.0,107,0.0,89.0,1021.4,13,3.0,False,True,False,False,False,False
12.0,69,17.5,73.0,990.32,2,2.0,False,False,False,False,True,False
2.0,93,16.5,74.0,984.55,0,3.5,False,False,True,False,True,False
10.0,59,13.0,40.0,1019.43,4,7.0,True,False,False,False,True,False
18.0,60,12.5,49.0,1014.48,4,8.5,False,False,True,False,False,True
6.0,41,7.5,27.0,846.75,11,8.5,True,False,False,False,False,True
26.0,74,12.0,13.0,1010.7,1,7.0,True,False,False,False,True,False
30.0,59,10.5,11.0,1004.27,3,8.5,True,False,False,False,True,False
12.0,53,0.5,28.0,1014.91,1,6.5,False,True,False,False,False,True
-19.0,34,15.0,98.0,1110.32,12,3.0,True,False,False,False,True,False
-4.0,71,1.5,76.0,989.67,1,3.0,False,False,True,False,False,True
-4.0,81,13.5,81.0,999.94,0,1.5,False,False,True,False,True,False
26.0,70,12.5,87.0,1001.91,2,3.0,False,False,True,False,True,False
11.0,61,11.5,99.0,994.58,1,4.0,False,True,False,False,True,False
34.0,89,16.5,85.0,1005.51,1,1.0,False,False,False,False,False,True
13.0,71,6.0,54.0,1011.35,3,1.5,False,False,True,False,True,False
30.0,64,8.0,91.0,1016.11,0,3.0,False,False,False,False,True,False
21.0,60,9.0,48.0,1016.35,1,7.5,False,False,True,False,False,True
30.0,68,15.0,58.0,1005.8,1,2.0,False,False,True,False,False,True
18.0,84,8.0,69.0,1005.98,2,4.0,True,False,False,False,True,False
-10.0,40,12.5,43.0,1189.4,0,2.0,True,False,False,False,True,False
16.0,92,25.5,80.0,1016.66,7,2.5,False,False,False,False,True,False
22.0,64,2.5,41.0,1017.0,2,6.5,False,False,True,False,False,True
8.0,79,3.5,79.0,1006.2,9,3.0,False,False,True,False,False,True
30.0,69,4.0,39.0,1008.56,3,7.0,False,False,False,False,False,True
25.0,22,7.5,5.0,1021.09,5,5.5,False,False,False,False,False,False
31.0,66,10.0,75.0,1052.83,14,10.5,False,True,False,False,False,True
44.0,57,4.5,16.0,1022.48,6,10.0,False,False,True,False,False,False
0.0,97,12.5,68.0,996.21,0,4.5,False,False,True,False,True,False
11.0,59,2.0,38.0,1018.8,3,7.0,False,True,False,False,False,True
-9.0,71,19.0,50.0,988.53,0,4.5,False,False,True,False,True,False
-9.0,82,0.0,86.0,999.55,1,4.5,False,False,True,False,False,True
11.0,51,3.5,48.0,1005.11,1,6.5,False,False,True,False,False,True
-5.0,69,13.5,83.0,988.94,0,1.0,False,False,True,False,True,False
-3.0,95,19.0,58.0,995.99,0,3.5,False,False,True,False,True,False
35.0,35,8.5,83.0,1135.1,0,6.5,False,False,False,True,False,False
21.0,69,15.5,83.0,993.11,2,3.0,False,False,True,False,True,False
30.0,75,7.0,76.0,1006.07,3,3.5,False,False,False,False,True,False
60.0,86,12.0,86.0,1003.36,9,2.0,False,False,False,False,True,False
26.0,40,9.5,8.0,1023.36,7,6.5,False,True,False,False,False,False
30.0,82,12.0,68.0,1000.06,1,3.5,True,False,False,False,True,False
22.0,24,4.0,8.0,1018.69,10,6.0,False,True,False,False,False,False
12.0,69,9.0,28.0,1000.76,3,5.5,False,False,True,False,False,True
31.0,74,14.5,58.0,1013.43,1,2.0,False,True,False,False,True,False
36.0,37,7.0,4.0,1019.26,8,5.5,False,False,False,False,False,False
28.0,58,6.5,13.0,1020.6,8,8.5,False,False,False,False,False,False
11.0,32,12.5,28.0,1162.39,12,7.5,False,False,True,False,True,False
-16.0,58,8.5,85.0,1025.69,8,3.0,False,False,False,False,True,False
19.0,67,1.0,32.0,1009.15,4,6.5,False,False,True,False,True,False
43.0,42,5.0,1.0,1027.49,8,6.5,False,False,True,False,False,True
12.0,73,12.5,17.0,1010.3,3,7.0,False,False,False,False,True,False
32.0,78,8.0,59.0,993.87,2,2.0,False,False,False,False,True,False
17.0,88,7.0,96.0,1007.77,1,1.5,False,False,False,False,True,False
42.0,20,5.5,40.0,1058.82,4,15.0,False,False,False,False,True,False
24.0,69,4.0,12.0,1027.77,10,9.5,True,False,False,False,False,False
0.0,98,2.5,55.0,984.3,1,3.0,False,False,True,False,True,False
25.0,54,12.0,49.0,1003.54,4,5.0,False,False,True,False,True,False
-10.0,33,14.5,18.0,1008.33,1,18.0,False,True,False,False,False,True
35.0,53,4.0,17.0,1015.11,7,7.5,False,False,True,False,False,False
29.0,103,22.5,97.0,1012.64,8,1.5,False,True,False,False,False,True
33.0,88,19.0,98.0,998.8,2,3.0,False,False,False,False,True,False
24.0,58,0.5,17.0,1015.72,4,7.5,False,True,False,False,True,False
34.0,92,15.5,67.0,990.04,1,4.0,False,True,False,False,False,True
3.0,75,7.0,71.0,983.75,0,2.0,False,False,True,False,True,False
31.0,30,3.0,10.0,1018.48,7,9.0,True,False,False,False,False,False
24.0,27,2.0,12.0,1015.66,7,6.0,True,False,False,False,False,True
-4.0,84,9.0,68.0,993.88,0,3.0,False,False,True,False,False,True
26.0,82,6.0,93.0,1001.81,0,9.0,True,False,False,False,False,True
17.0,85,14.5,95.0,992.41,2,4.0,False,False,False,False,True,False
-15.0,63,3.5,55.0,1135.6,8,9.0,True,False,False,True,False,False
1.0,93,14.0,56.0,992.89,0,2.5,False,False,True,False,True,False
29.0,34,6.0,11.0,1015.86,8,6.5,False,False,False,False,False,False
20.0,52,12.0,11.0,1013.17,2,6.5,False,False,False,False,True,False
80.0,94,20.5,81.0,1003.69,3,1.5,True,False,False,False,False,True
26.0,83,9.5,54.0,1018.87,3,4.5,False,True,False,False,True,False
70.0,106,14.0,87.0,1019.68,10,2.0,False,True,False,False,True,False
27.0,24,8.0,5.0,1016.47,10,8.0,False,False,True,False,False,True
27.0,64,4.0,19.0,1011.7,8,9.0,True,False,False,False,False,False
37.0,93,22.5,101.0,1002.48,9,3.5,False,True,False,False,False,True
-5.0,74,2.0,94.0,984.21,1,3.5,False,False,True,False,True,False
2.0,68,6.5,81.0,984.78,0,3.5,False,False,True,False,True,False
27.0,40,9.0,13.0,1027.63,6,7.0,False,False,True,False,False,False
26.0,65,2.0,36.0,1018.65,3,6.0,False,False,False,False,False,True
36.0,21,5.0,19.0,1013.47,9,6.5,False,False,True,False,False,False
-8.0,70,18.5,96.0,998.76,0,3.0,False,False,True,False,True,False
24.0,84,9.0,71.0,998.08,3,1.5,False,False,True,False,True,False
27.0,48,1.5,9.0,1018.84,8,10.0,True,False,False,False,False,False
14.0,66,10.0,41.0,1004.91,1,7.5,False,False,False,False,False,True
-9.0,71,8.0,71.0,980.85,0,1.5,False,False,True,False,True,False
20.0,77,24.5,73.0,1007.62,12,4.5,True,False,False,False,True,False
-6.0,82,1.0,71.0,996.88,1,2.5,False,False,True,False,True,False
35.0,69,7.5,1.0,1027.84,5,7.0,False,False,False,False,False,False
10.0,98,11.0,95.0,992.67,0,5.0,False,False,False,False,False,True
4.0,66,5.0,58.0,982.03,0,5.0,False,False,True,False,False,True
-3.0,70,1.5,72.0,990.29,0,3.5,False,False,True,False,True,False
36.0,28,0.0,87.0,864.57,11,11.0,False,True,False,False,True,False
-6.0,87,18.0,90.0,994.71,0,3.5,False,False,True,False,False,True
15.0,72,8.5,78.0,1010.21,0,3.5,False,False,True,False,True,False
30.0,58,2.0,35.0,1180.39,11,2.0,False,False,False,True,False,False
17.0,72,1.0,19.0,1010.99,1,9.0,False,False,True,False,False,True
12.0,57,1.5,41.0,1010.8,2,5.5,False,False,False,False,False,True
14.0,74,4.5,31.0,1018.2,4,6.5,False,True,False,False,True,False
40.0,49,3.0,26.0,914.11,12,10.5,False,False,True,False,True,False
13.0,88,10.5,71.0,1017.93,0,2.0,True,False,False,False,True,False
26.0,64,9.5,45.0,1019.35,4,5.5,False,True,False,False,True,False
48.0,36,7.5,21.0,1169.45,13,20.0,True,False,False,False,False,True
29.0,38,9.5,6.0,1029.8,5,7.5,False,True,False,False,False,True
33.0,20,12.0,81.0,917.04,4,13.0,False,False,False,False,True,False
32.0,77,12.0,34.0,1006.22,1,7.5,False,False,True,False,True,False
37.0,74,31.5,98.0,1000.18,9,6.0,False,True,False,False,True,False
2.0,95,10.5,50.0,995.71,0,5.0,False,False,True,False,False,True
-3.0,85,19.0,88.0,999.98,0,4.5,False,False,True,False,False,True
27.0,76,3.5,49.0,1053.93,5,11.5,True,False,False,False,False,True
34.0,80,12.5,51.0,1011.21,0,3.0,False,True,False,False,True,False
29.0,79,18.0,70.0,997.41,0,3.0,True,False,False,False,True,False
38.0,33,9.5,3.0,1010.86,10,7.0,False,False,False,False,False,False
4.0,30,3.0,31.0,1015.74,1,4.5,False,False,False,False,False,True
25.0,69,2.0,29.0,1014.87,2,5.0,False,False,False,False,False,True
4.0,82,15.5,66.0,990.38,0,1.5,False,False,True,False,True,False
36.0,54,3.5,9.0,1023.47,7,7.0,False,False,True,False,False,False
15.0,99,30.5,85.0,1015.02,3,2.0,False,False,False,False,False,True
21.0,25,1.0,14.0,1016.38,5,7.0,False,False,False,False,False,False
36.0,21,9.0,31.0,805.36,9,16.0,True,False,False,True,False,False
28.0,76,2.0,23.0,1011.16,1,7.5,False,False,True,False,False,True
26.0,86,5.0,63.0,999.7,3,3.5,True,False,False,False,False,True
25.0,69,6.0,17.0,1024.91,5,7.0,True,False,False,False,False,False
15.0,68,4.0,25.0,1009.73,2,7.0,False,False,True,False,True,False
-2.0,85,14.5,95.0,999.03,1,4.0,False,False,True,False,True,False
14.0,51,0.5,14.0,1017.63,4,6.5,False,False,False,False,False,True
20.0,43,8.0,13.0,1014.9,11,6.0,True,False,False,False,False,False
4.0,83,6.0,67.0,984.43,0,4.5,False,False,True,False,True,False
18.0,91,16.0,56.0,1002.86,1,2.0,True,False,False,False,True,False
24.0,86,24.0,74.0,1005.04,10,5.5,False,False,True,False,True,False
11.0,72,5.5,10.0,1004.98,1,8.0,False,True,False,False,False,True
17.0,77,8.5,15.0,1016.21,4,8.5,False,False,True,False,False,True
32.0,65,7.5,9.0,1022.08,6,8.5,False,True,False,False,False,False
-5.0,22,7.0,68.0,867.08,9,14.0,False,False,False,True,False,False
-8.0,93,7.0,89.0,985.65,1,2.5,False,False,True,False,True,False
-7.0,69,3.0,86.0,991.57,1,5.0,False,False,True,False,True,False
64.0,78,23.5,100.0,1009.09,1,6.0,True,False,False,False,True,False
2.0,77,7.0,77.0,988.05,0,1.5,False,False,True,False,False,True
-2.0,65,18.0,62.0,990.98,1,2.0,False,False,True,False,True,False
10.0,53,3.0,34.0,1008.23,3,5.0,False,True,False,False,False,True
31.0,73,14.0,83.0,996.35,2,3.0,False,False,False,False,True,False
-3.0,71,13.0,58.0,990.04,1,2.0,False,False,True,False,False,True
39.0,105,10.5,92.0,1022.39,8,5.0,False,True,False,False,False,True
-7.0,85,2.0,99.0,993.79,0,2.5,False,False,True,False,False,True
-1.0,82,21.5,97.0,997.75,5,3.5,False,False,True,False,False,True
20.0,67,7.0,13.0,1014.38,9,8.5,False,False,True,False,False,True
30.0,64,7.0,51.0,1014.89,3,3.5,False,True,False,False,True,False
44.0,67,6.5,12.0,1013.97,10,8.0,True,False,False,False,False,True
22.0,97,38.0,83.0,1014.51,12,1.5,False,True,False,False,True,False
28.0,23,6.0,14.0,1028.26,9,8.0,True,False,False,False,False,True
21.0,77,5.5,54.0,1046.14,6,8.0,False,False,True,False,False,True
25.0,83,12.0,91.0,995.62,2,4.0,False,False,True,False,False,True
40.0,69,5.0,6.0,1018.64,10,5.0,False,False,True,False,False,True
20.0,92,23.5,100.0,1005.78,11,4.0,False,False,False,False,False,True
27.0,69,4.0,6.0,1011.41,8,7.0,False,True,False,False,False,False
29.0,37,1.5,5.0,1013.31,9,7.0,False,False,False,False,False,True
39.0,50,2.0,2.0,1026.92,6,9.0,False,False,True,False,False,False
-4.0,67,12.0,59.0,994.58,1,1.5,False,False,True,False,True,False
-6.0,62,19.0,74.0,999.22,0,4.5,False,False,True,False,True,False
-3.0,68,5.0,67.0,986.52,0,3.0,False,False,True,False,True,False
30.0,23,3.0,16.0,1021.2,5,10.0,False,False,True,False,False,True
21.0,41,14.5,56.0,902.72,4,16.5,False,True,False,True,False,False
31.0,66,1.0,20.0,1019.29,4,7.0,True,False,False,False,True,False
11.0,79,10.5,98.0,995.61,2,3.0,False,False,True,False,True,False
33.0,50,0.0,11.0,1010.43,4,6.0,False,False,True,False,True,False
33.0,22,7.0,8.0,1021.01,10,6.0,False,False,True,False,False,False
22.0,72,9.0,87.0,1013.57,9,8.5,True,False,False,True,False,False
12.0,79,17.5,99.0,1006.53,1,1.5,True,False,False,False,True,False
11.0,108,29.0,109.0,1004.96,7,5.5,False,False,False,False,False,True
20.0,80,10.5,72.0,992.09,2,4.0,False,False,True,False,False,True
73.0,75,14.0,100.0,1010.41,14,6.0,True,False,False,False,False,False
-7.0,86,13.5,57.0,990.97,1,4.0,False,False,True,False,True,False
-8.0,85,20.0,54.0,989.31,0,3.0,False,False,True,False,True,False
29.0,44,1.0,14.0,1027.36,8,5.5,False,False,True,False,False,False
29.0,63,10.5,76.0,945.26,14,7.0,False,True,False,False,True,False
15.0,63,12.5,88.0,992.6,3,2.5,False,True,False,False,True,False
31.0,106,30.0,76.0,1001.99,0,8.0,False,True,False,False,True,False
-6.0,60,12.0,79.0,997.36,1,2.0,False,False,True,False,False,True
12.0,57,5.0,30.0,1000.37,1,8.0,True,False,False,False,False,True
4.0,64,15.5,55.0,990.36,1,2.5,False,False,True,False,True,False
21.0,45,6.5,18.0,1013.39,8,9.5,False,False,False,False,False,False
4.0,96,13.5,51.0,989.81,0,3.5,False,False,True,False,False,True
-17.0,76,14.5,37.0,840.62,4,16.0,True,False,False,False,False,True
32.0,54,13.0,26.0,1015.9,1,7.0,False,False,False,False,False,True
33.0,57,14.0,12.0,1014.75,2,6.0,False,True,False,False,True,False
22.0,59,8.5,95.0,845.46,11,7.0,False,False,True,True,False,False
25.0,75,4.5,35.0,1017.05,2,5.0,False,True,False,False,True,False
25.0,44,7.5,16.0,1017.29,10,6.0,False,False,False,False,False,True
4.0,50,8.5,13.0,1012.72,10,11.0,False,True,False,False,False,True
-10.0,90,3.5,73.0,989.85,0,1.5,False,False,True,False,True,False
5.0,20,1.0,37.0,1055.06,4,12.0,True,False,False,True,False,False
-6.0,23,11.0,40.0,1081.12,11,14.5,False,False,False,False,False,True
12.0,85,16.0,87.0,991.47,0,4.0,False,False,True,False,True,False
-3.0,93,17.0,97.0,985.44,1,2.5,False,False,True,False,True,False
22.0,66,5.5,10.0,1024.8,6,8.0,True,False,False,False,False,False
-7.0,79,16.5,69.0,989.28,1,1.0,False,False,True,False,True,False
25.0,66,8.0,91.0,992.8,2,5.0,True,False,False,False,True,False
13.0,22,12.5,48.0,991.28,2,10.0,True,False,False,True,False,False
30.0,27,7.0,6.0,1023.06,5,7.5,False,True,False,False,False,True
39.0,36,9.0,4.0,1025.59,11,6.0,False,True,False,False,False,True
14.0,93,12.0,59.0,998.2,2,4.5,True,False,False,False,False,True
28.0,38,5.0,13.0,1021.23,11,7.5,False,False,True,False,False,True
-1.0,65,7.0,68.0,998.96,0,3.0,False,False,True,False,True,False
-10.0,24,10.0,80.0,1085.67,11,19.0,False,True,False,True,False,False
10.0,63,14.0,74.0,1015.72,0,2.5,False,True,False,False,True,False
22.0,76,6.5,44.0,1019.85,3,8.0,False,False,True,False,True,False
13.0,72,9.0,33.0,1001.87,4,6.0,False,False,False,False,True,False
16.0,77,2.5,27.0,1010.28,3,9.0,False,True,False,False,False,True
3.0,83,15.0,58.0,989.32,0,4.0,False,False,True,False,True,False
33.0,63,8.5,93.0,990.33,2,3.0,False,True,False,False,True,False
38.0,53,3.0,15.0,1015.39,8,5.0,False,True,False,False,False,False
-2.0,68,20.0,58.0,993.99,0,1.5,False,False,True,False,True,False
32.0,83,13.0,104.0,991.82,5,1.0,True,False,False,False,False,True
49.0,41,1.5,82.0,1182.84,11,10.0,True,False,False,True,False,False
45.0,40,7.0,34.0,1184.37,14,19.0,False,False,True,True,False,False
25.0,34,3.5,16.0,1022.64,10,9.5,False,False,True,False,False,False
27.0,77,11.5,45.0,1000.92,2,8.0,True,False,False,False,False,True
28.0,59,8.5,22.0,1018.02,4,7.0,False,True,False,False,True,False
23.0,59,6.5,18.0,1026.42,11,6.5,False,False,True,False,False,False
25.0,104,8.0,98.0,1007.38,13,6.0,False,False,True,False,True,False
-3.0,70,4.0,69.0,990.49,0,4.5,False,False,True,False,True,False
30.0,61,7.0,17.0,1002.87,3,9.0,True,False,False,False,True,False
21.0,94,27.0,99.0,994.02,14,1.0,True,False,False,False,True,False
28.0,39,9.5,8.0,1012.35,11,5.5,False,False,True,False,False,True
20.0,69,0.5,49.0,1019.58,1,6.5,True,False,False,False,False,True
22.0,65,13.0,31.0,1016.64,4,6.5,False,True,False,False,False,True
12.0,87,19.5,78.0,1012.4,2,2.5,False,False,True,False,True,False
-6.0,89,12.5,78.0,989.36,0,3.5,False,False,True,False,True,False
21.0,108,4.0,95.0,1016.17,10,5.0,False,True,False,False,False,False
-8.0,67,6.0,87.0,1044.79,4,10.5,True,False,False,False,True,False
23.0,82,8.0,60.0,992.83,1,4.5,False,False,True,False,False,True
17.0,72,18.5,55.0,1012.95,1,1.5,False,False,False,False,True,False
32.0,49,6.0,8.0,1024.87,7,9.0,False,False,False,False,False,False
32.0,34,2.0,4.0,1016.43,10,9.5,False,True,False,False,False,True
30.0,85,11.0,80.0,1005.48,1,1.0,False,True,False,False,True,False
22.0,40,8.0,16.0,1023.59,8,9.0,False,True,False,False,False,True
2.0,68,8.0,92.0,994.14,0,3.5,False,False,True,False,True,False
-12.0,43,15.0,84.0,830.69,8,17.5,False,True,False,False,True,False
26.0,91,18.0,57.0,1012.66,1,4.5,False,True,False,False,True,False
23.0,34,6.5,8.0,1011.5,10,6.0,False,False,True,False,False,True
33.0,67,14.0,87.0,998.36,2,2.5,False,False,True,False,True,False
31.0,63,3.5,40.0,1006.31,3,8.5,False,False,True,False,True,False
23.0,90,19.0,73.0,1003.62,1,1.5,False,False,True,False,False,True
23.0,81,9.0,90.0,998.0,3,4.0,True,False,False,False,False,True
25.0,67,4.5,33.0,1011.06,1,5.5,True,False,False,False,True,False
-8.0,93,13.0,80.0,988.73,1,4.0,False,False,True,False,True,False
10.0,77,10.5,11.0,1005.17,3,8.5,False,False,True,False,False,True
27.0,69,13.0,25.0,1019.41,4,6.5,False,True,False,False,False,True
14.0,89,7.0,74.0,1003.26,0,4.5,True,False,False,False,False,True
31.0,26,9.5,18.0,1013.18,5,10.0,False,True,False,False,False,False
33.0,66,5.5,48.0,1002.33,4,5.5,False,False,True,False,False,True
33.0,61,8.0,35.0,1018.15,1,8.0,False,False,True,False,False,True
13.0,83,7.5,89.0,1012.4,0,4.5,False,True,False,False,True,False
12.0,53,6.5,41.0,1003.16,3,7.0,False,False,False,False,True,False
39.0,54,0.0,3.0,1024.65,8,9.5,False,False,False,False,False,False
43.0,95,3.5,74.0,1029.28,1,11.0,True,False,False,False,False,False
31.0,72,13.5,42.0,1012.26,2,8.0,True,False,False,False,False,True
-4.0,70,17.0,52.0,980.7,0,4.0,False,False,True,False,False,True
48.0,39,2.5,53.0,1185.34,13,15.0,True,False,False,False,False,True
0.0,91,10.5,80.0,990.11,0,2.5,False,False,True,False,True,False
2.0,41,14.5,94.0,1147.75,11,1.0,False,False,True,False,False,True
18.0,68,3.0,36.0,1005.69,1,5.5,False,False,True,False,False,True
12.0,50,3.5,25.0,1016.78,1,6.0,False,True,False,False,True,False
-5.0,81,7.5,66.0,984.81,1,1.5,False,False,True,False,False,True
26.0,108,16.5,72.0,1010.72,8,2.5,False,True,False,False,False,True
29.0,59,8.5,46.0,1013.21,1,7.0,False,True,False,False,False,True
1.0,85,8.5,73.0,986.96,1,2.0,False,False,True,False,True,False
26.0,68,15.0,53.0,1014.58,3,2.5,False,False,True,False,False,True
-1.0,93,13.5,62.0,988.34,0,3.5,False,False,True,False,True,False
23.0,76,23.5,87.0,1015.68,7,10.0,False,False,False,False,False,False
29.0,77,17.0,69.0,1019.66,1,2.0,False,True,False,False,False,True
24.0,42,5.0,3.0,1013.99,10,5.0,False,False,True,False,False,True
27.0,45,5.5,1.0,1011.44,6,8.5,False,False,False,False,False,True
0.0,97,24.5,72.0,993.47,4,4.5,False,False,True,False,True,False
16.0,107,32.5,99.0,995.47,11,4.0,False,False,False,False,True,False
18.0,99,6.0,54.0,1000.26,3,5.0,False,False,False,False,False,True
29.0,76,10.0,91.0,990.41,1,4.5,False,False,True,False,True,False
29.0,73,14.5,60.0,1011.14,1,1.5,False,True,False,False,True,False
11.0,64,9.0,22.0,1017.0,4,8.0,False,False,False,False,True,False
21.0,42,6.0,13.0,1022.85,8,8.5,False,True,False,False,False,False
-10.0,84,5.5,92.0,989.52,0,1.0,False,False,True,False,True,False
41.0,66,5.5,6.0,1012.98,9,8.0,False,True,False,False,False,False
-10.0,61,8.0,79.0,992.25,1,4.5,False,False,True,False,True,False
16.0,66,9.0,23.0,1016.22,2,6.5,False,True,False,False,False,True
49.0,78,32.5,107.0,1009.4,4,3.5,False,True,False,False,True,False
23.0,60,19.5,62.0,1014.54,2,4.5,False,False,True,False,False,True
46.0,101,11.5,89.0,1027.21,11,11.0,True,False,False,False,False,False
25.0,109,16.5,89.0,1024.87,9,10.5,True,False,False,False,False,False
20.0,82,11.0,99.0,999.98,2,5.0,False,False,False,False,False,True
36.0,68,2.5,14.0,1014.81,10,9.5,True,False,False,False,False,False
9.0,87,35.0,96.0,995.88,5,5.5,False,False,False,False,False,True
16.0,66,13.5,19.0,1009.24,2,5.0,False,False,False,False,True,False
20.0,60,3.0,37.0,1014.72,3,6.0,False,False,True,False,True,False
27.0,72,6.0,68.0,1012.15,1,4.0,False,False,False,False,True,False
-20.0,52,3.5,87.0,922.51,14,16.0,False,False,False,False,False,True
13.0,99,28.0,109.0,1014.87,5,6.5,False,False,True,False,False,True
11.0,60,9.0,47.0,1017.79,1,8.5,False,True,False,False,True,False
-20.0,88,12.5,85.0,985.02,5,1.5,False,False,True,False,False,True
-4.0,82,16.5,96.0,982.8,1,2.0,False,False,True,False,True,False
31.0,74,5.5,75.0,994.68,2,4.0,False,False,False,False,False,True
34.0,63,7.0,77.0,997.25,1,3.5,True,False,False,False,True,False
37.0,47,2.5,91.0,1168.96,8,6.5,False,False,True,False,False,True
-20.0,51,4.0,62.0,900.49,3,11.5,False,False,False,True,False,False
17.0,79,8.0,65.0,1002.34,1,4.5,False,False,True,False,True,False
11.0,82,14.5,96.0,1014.44,8,7.0,False,False,False,False,True,False
25.0,60,7.0,93.0,1012.08,2,3.0,False,False,False,False,True,False
24.0,69,1.5,40.0,1016.15,2,8.5,False,False,True,False,True,False
51.0,92,38.5,81.0,990.11,5,2.0,False,False,False,False,True,False
-2.0,90,9.5,84.0,988.15,0,2.0,False,False,True,False,True,False
24.0,55,8.5,48.0,1009.07,3,6.0,False,True,False,False,True,False
32.0,56,5.5,3.0,1027.24,7,7.5,False,False,False,False,False,False
24.0,88,44.5,76.0,1005.61,1,1.5,True,False,False,False,False,True
11.0,76,6.0,71.0,974.29,7,9.0,False,True,False,False,False,True
14.0,60,13.0,19.0,1004.59,3,7.0,False,False,False,False,True,False
2.0,104,8.0,72.0,986.33,14,2.0,False,False,True,False,False,True
32.0,53,10.0,43.0,1017.86,2,5.5,False,False,False,False,False,True
12.0,61,2.0,18.0,1005.1,2,6.5,False,False,True,False,True,False
37.0,51,6.5,11.0,1026.14,11,6.5,False,False,False,False,False,False
-6.0,73,13.5,72.0,991.99,1,3.5,False,False,True,False,True,False
-4.0,76,18.5,71.0,980.59,1,3.0,False,False,True,False,True,False
16.0,74,20.0,105.0,1015.94,2,6.0,False,True,False,False,True,False
28.0,96,9.5,78.0,1017.57,3,3.0,True,False,False,False,True,False
30.0,60,17.0,86.0,992.76,1,2.0,False,False,True,False,True,False
31.0,92,4.0,99.0,1010.9,14,4.5,False,False,False,False,False,True
28.0,47,11.5,24.0,1105.69,9,1.5,False,False,False,False,False,True
44.0,31,4.5,57.0,1069.22,6,17.5,False,False,False,True,False,False
14.0,50,13.0,22.0,1002.49,3,5.0,False,True,False,False,False,True
10.0,50,6.5,46.0,1000.44,2,8.5,False,True,False,False,False,True
4.0,77,13.0,76.0,983.25,1,2.5,False,False,True,False,True,False
29.0,52,14.5,20.0,1014.66,3,6.5,False,False,False,False,False,True
44.0,90,5.5,87.0,1028.32,11,1.5,False,False,True,False,False,False
37.0,64,1.5,9.0,1025.64,9,8.0,False,False,True,False,False,True
20.0,96,14.0,94.0,997.77,0,4.5,False,True,False,False,True,False
33.0,56,6.5,1.0,1029.19,9,9.0,True,False,False,False,False,False
5.0,67,9.5,71.0,1122.86,4,15.0,True,False,False,False,False,True
29.0,73,6.0,36.0,1013.6,2,8.0,True,False,False,False,False,True
12.0,99,8.0,66.0,994.05,0,1.0,True,False,False,False,False,True
-2.0,93,3.5,64.0,995.54,1,3.5,False,False,True,False,False,True
53.0,85,14.0,99.0,1006.59,4,2.0,True,False,False,False,True,False
43.0,59,9.0,15.0,1029.63,10,6.0,False,True,False,False,False,False
92.0,86,8.5,107.0,1020.9,8,11.0,False,True,False,False,False,True
-10.0,61,8.0,99.0,988.89,0,4.0,False,False,True,False,False,True
21.0,77,12.5,45.0,1003.16,1,6.5,False,False,True,False,False,True
1.0,86,0.5,72.0,994.27,1,4.0,False,False,True,False,False,True
31.0,46,3.5,14.0,1014.89,11,8.0,False,False,False,False,False,False
37.0,23,7.5,6.0,1014.41,8,5.5,False,False,False,False,False,True
12.0,68,8.0,38.0,1112.41,14,16.0,False,False,True,False,True,False
21.0,32,2.5,3.0,1026.93,6,5.5,True,False,False,False,False,False
18.0,105,10.5,97.0,1003.85,4,4.0,False,True,False,False,False,True
4.0,85,11.0,77.0,991.49,1,6.0,False,False,True,False,True,False
29.0,66,1.0,12.0,1005.8,3,5.5,False,False,False,False,True,False
1.0,92,5.5,61.0,985.93,1,4.5,False,False,True,False,True,False
9.0,93,14.5,82.0,1000.24,10,8.0,False,True,False,False,False,True
14.0,84,15.5,90.0,1011.37,1,2.5,False,False,False,False,False,True
22.0,65,10.0,37.0,1004.21,4,6.0,True,False,False,False,False,True
15.0,81,9.0,60.0,1013.23,0,2.5,False,False,False,False,True,False
24.0,62,5.5,43.0,1012.97,4,5.0,False,True,False,False,False,True
-3.0,87,18.5,54.0,987.45,0,2.0,False,False,True,False,True,False
28.0,26,3.0,13.0,1021.16,11,8.5,True,False,False,False,False,False
25.0,72,18.5,96.0,1009.34,2,1.5,False,False,True,False,True,False
-8.0,98,23.5,75.0,995.05,0,6.0,False,False,True,False,True,False
-4.0,76,19.5,97.0,986.84,1,2.5,False,False,True,False,True,False
-2.0,97,13.0,95.0,999.59,0,4.5,False,False,True,False,True,False
13.0,34,4.0,89.0,933.62,8,5.5,False,False,True,False,False,True
19.0,58,11.0,39.0,1015.25,2,6.0,False,False,True,False,True,False
33.0,67,1.0,42.0,1005.7,4,5.5,False,False,True,False,False,True
22.0,66,2.0,7.0,1010.03,5,6.5,False,False,True,False,False,False
32.0,61,11.0,26.0,1007.59,2,6.5,False,True,False,False,True,False
4.0,95,12.5,91.0,993.44,7,4.0,False,False,True,False,True,False
